StudyID,Subgroup,Age_Group,Country,Device_Brand,Sampling_Rate_Hz,Sleep_Objective_Yes_No,Behavior,Minutes,Mean_Type,StudyID_display
"Dumuid, Stanford, Pedi_i_ (2018) (Overweight Boys)",Overweight boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,549,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Overweight Boys) (Overweight boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Overweight Boys)",Overweight boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,515,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Overweight Boys) (Overweight boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Overweight Boys)",Overweight boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,307,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Overweight Boys) (Overweight boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Overweight Boys)",Overweight boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,70,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Overweight Boys) (Overweight boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Obese boys)",Obese boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,541,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Obese boys) (Obese boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Obese boys)",Obese boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,526,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Obese boys) (Obese boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Obese boys)",Obese boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,313,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Obese boys) (Obese boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Obese boys)",Obese boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,61,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Obese boys) (Obese boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight girls)",Normal weight girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,567,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight girls) (Normal weight girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight girls)",Normal weight girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,515,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight girls) (Normal weight girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight girls)",Normal weight girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,301,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight girls) (Normal weight girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight girls)",Normal weight girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,57,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight girls) (Normal weight girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Overweight girls)",Overweight girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,562,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Overweight girls) (Overweight girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Overweight girls)",Overweight girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,526,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Overweight girls) (Overweight girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Overweight girls)",Overweight girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,298,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Overweight girls) (Overweight girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Overweight girls)",Overweight girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,54,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Overweight girls) (Overweight girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Obese girls)",Obese girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,543,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Obese girls) (Obese girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Obese girls)",Obese girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,545,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Obese girls) (Obese girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Obese girls)",Obese girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,307,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Obese girls) (Obese girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Obese girls)",Obese girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,45,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Obese girls) (Obese girls)"
"Dumuid, Maher, Lewis (2018) (Australia)",Australia,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,577,Geometric,"Dumuid, Maher, Lewis (2018) (Australia) (Australia)"
"Dumuid, Maher, Lewis (2018) (Australia)",Australia,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,486,Geometric,"Dumuid, Maher, Lewis (2018) (Australia) (Australia)"
"Dumuid, Maher, Lewis (2018) (Australia)",Australia,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,314,Geometric,"Dumuid, Maher, Lewis (2018) (Australia) (Australia)"
"Dumuid, Maher, Lewis (2018) (Australia)",Australia,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,63,Geometric,"Dumuid, Maher, Lewis (2018) (Australia) (Australia)"
"Dumuid, Maher, Lewis (2018) (England)",England,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,579,Geometric,"Dumuid, Maher, Lewis (2018) (England) (England)"
"Dumuid, Maher, Lewis (2018) (England)",England,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,508,Geometric,"Dumuid, Maher, Lewis (2018) (England) (England)"
"Dumuid, Maher, Lewis (2018) (England)",England,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,291,Geometric,"Dumuid, Maher, Lewis (2018) (England) (England)"
"Dumuid, Maher, Lewis (2018) (England)",England,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,62,Geometric,"Dumuid, Maher, Lewis (2018) (England) (England)"
"Dumuid, Maher, Lewis (2018) (Canada)",Canada,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,555,Geometric,"Dumuid, Maher, Lewis (2018) (Canada) (Canada)"
"Dumuid, Maher, Lewis (2018) (Canada)",Canada,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,521,Geometric,"Dumuid, Maher, Lewis (2018) (Canada) (Canada)"
"Dumuid, Maher, Lewis (2018) (Canada)",Canada,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,308,Geometric,"Dumuid, Maher, Lewis (2018) (Canada) (Canada)"
"Dumuid, Maher, Lewis (2018) (Canada)",Canada,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,56,Geometric,"Dumuid, Maher, Lewis (2018) (Canada) (Canada)"
"Dumuid, Maher, Lewis (2018) (Finland)",Finland,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,523,Geometric,"Dumuid, Maher, Lewis (2018) (Finland) (Finland)"
"Dumuid, Maher, Lewis (2018) (Finland)",Finland,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,547,Geometric,"Dumuid, Maher, Lewis (2018) (Finland) (Finland)"
"Dumuid, Maher, Lewis (2018) (Finland)",Finland,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,301,Geometric,"Dumuid, Maher, Lewis (2018) (Finland) (Finland)"
"Dumuid, Maher, Lewis (2018) (Finland)",Finland,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,69,Geometric,"Dumuid, Maher, Lewis (2018) (Finland) (Finland)"
"Dumuid, Maher, Lewis (2018) (Portugal)",Portugal,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,508,Geometric,"Dumuid, Maher, Lewis (2018) (Portugal) (Portugal)"
"Dumuid, Maher, Lewis (2018) (Portugal)",Portugal,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,571,Geometric,"Dumuid, Maher, Lewis (2018) (Portugal) (Portugal)"
"Dumuid, Maher, Lewis (2018) (Portugal)",Portugal,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,308,Geometric,"Dumuid, Maher, Lewis (2018) (Portugal) (Portugal)"
"Dumuid, Maher, Lewis (2018) (Portugal)",Portugal,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,53,Geometric,"Dumuid, Maher, Lewis (2018) (Portugal) (Portugal)"
"Dumuid, Maher, Lewis (2018) (USA)",USA,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,542,Geometric,"Dumuid, Maher, Lewis (2018) (USA) (USA)"
"Dumuid, Maher, Lewis (2018) (USA)",USA,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,531,Geometric,"Dumuid, Maher, Lewis (2018) (USA) (USA)"
"Dumuid, Maher, Lewis (2018) (USA)",USA,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,320,Geometric,"Dumuid, Maher, Lewis (2018) (USA) (USA)"
"Dumuid, Maher, Lewis (2018) (USA)",USA,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,48,Geometric,"Dumuid, Maher, Lewis (2018) (USA) (USA)"
"Dumuid, Maher, Lewis (2018) (Brazil)",Brazil,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,526,Geometric,"Dumuid, Maher, Lewis (2018) (Brazil) (Brazil)"
"Dumuid, Maher, Lewis (2018) (Brazil)",Brazil,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,514,Geometric,"Dumuid, Maher, Lewis (2018) (Brazil) (Brazil)"
"Dumuid, Maher, Lewis (2018) (Brazil)",Brazil,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,345,Geometric,"Dumuid, Maher, Lewis (2018) (Brazil) (Brazil)"
"Dumuid, Maher, Lewis (2018) (Brazil)",Brazil,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,55,Geometric,"Dumuid, Maher, Lewis (2018) (Brazil) (Brazil)"
"Dumuid, Maher, Lewis (2018) (Columbia)",Colombia,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,531,Geometric,"Dumuid, Maher, Lewis (2018) (Columbia) (Colombia)"
"Dumuid, Maher, Lewis (2018) (Columbia)",Colombia,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,508,Geometric,"Dumuid, Maher, Lewis (2018) (Columbia) (Colombia)"
"Dumuid, Maher, Lewis (2018) (Columbia)",Colombia,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,337,Geometric,"Dumuid, Maher, Lewis (2018) (Columbia) (Colombia)"
"Dumuid, Maher, Lewis (2018) (Columbia)",Colombia,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,65,Geometric,"Dumuid, Maher, Lewis (2018) (Columbia) (Colombia)"
"Dumuid, Maher, Lewis (2018) (China)",China,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,531,Geometric,"Dumuid, Maher, Lewis (2018) (China) (China)"
"Dumuid, Maher, Lewis (2018) (China)",China,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,573,Geometric,"Dumuid, Maher, Lewis (2018) (China) (China)"
"Dumuid, Maher, Lewis (2018) (China)",China,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,293,Geometric,"Dumuid, Maher, Lewis (2018) (China) (China)"
"Dumuid, Maher, Lewis (2018) (China)",China,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,43,Geometric,"Dumuid, Maher, Lewis (2018) (China) (China)"
"Dumuid, Maher, Lewis (2018) (India)",India,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,523,Geometric,"Dumuid, Maher, Lewis (2018) (India) (India)"
"Dumuid, Maher, Lewis (2018) (India)",India,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,526,Geometric,"Dumuid, Maher, Lewis (2018) (India) (India)"
"Dumuid, Maher, Lewis (2018) (India)",India,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,345,Geometric,"Dumuid, Maher, Lewis (2018) (India) (India)"
"Dumuid, Maher, Lewis (2018) (India)",India,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,45,Geometric,"Dumuid, Maher, Lewis (2018) (India) (India)"
"Dumuid, Maher, Lewis (2018) (South Africa)",South Africa,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,561,Geometric,"Dumuid, Maher, Lewis (2018) (South Africa) (South Africa)"
"Dumuid, Maher, Lewis (2018) (South Africa)",South Africa,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,495,Geometric,"Dumuid, Maher, Lewis (2018) (South Africa) (South Africa)"
"Dumuid, Maher, Lewis (2018) (South Africa)",South Africa,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,324,Geometric,"Dumuid, Maher, Lewis (2018) (South Africa) (South Africa)"
"Dumuid, Maher, Lewis (2018) (South Africa)",South Africa,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,60,Geometric,"Dumuid, Maher, Lewis (2018) (South Africa) (South Africa)"
"Dumuid, Maher, Lewis (2018) (Kenya)",Kenya,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,Sleep,525,Geometric,"Dumuid, Maher, Lewis (2018) (Kenya) (Kenya)"
"Dumuid, Maher, Lewis (2018) (Kenya)",Kenya,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,SB,508,Geometric,"Dumuid, Maher, Lewis (2018) (Kenya) (Kenya)"
"Dumuid, Maher, Lewis (2018) (Kenya)",Kenya,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,LPA,339,Geometric,"Dumuid, Maher, Lewis (2018) (Kenya) (Kenya)"
"Dumuid, Maher, Lewis (2018) (Kenya)",Kenya,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,67,Geometric,"Dumuid, Maher, Lewis (2018) (Kenya) (Kenya)"
"Talarico, Janssen (2018) ",Full,Children,Canada,Philips Respironics,NR,Yes,Sleep,577,Geometric,"Talarico, Janssen (2018)  (Full)"
"Talarico, Janssen (2018) ",Full,Children,Canada,Philips Respironics,NR,Yes,SB,630,Geometric,"Talarico, Janssen (2018)  (Full)"
"Talarico, Janssen (2018) ",Full,Children,Canada,Philips Respironics,NR,Yes,LPA,178,Geometric,"Talarico, Janssen (2018)  (Full)"
"Talarico, Janssen (2018) ",Full,Children,Canada,Philips Respironics,NR,Yes,MVPA,55,Geometric,"Talarico, Janssen (2018)  (Full)"
"Janurek, Abdel Hadi, Mojzisch (2018)",Full,Adult,Germany,ActiGraph,30,Yes,Sleep,399.9,Geometric,"Janurek, Abdel Hadi, Mojzisch (2018) (Full)"
"Janurek, Abdel Hadi, Mojzisch (2018)",Full,Adult,Germany,ActiGraph,30,Yes,SB,,Geometric,"Janurek, Abdel Hadi, Mojzisch (2018) (Full)"
"Janurek, Abdel Hadi, Mojzisch (2018)",Full,Adult,Germany,ActiGraph,30,Yes,LPA,,Geometric,"Janurek, Abdel Hadi, Mojzisch (2018) (Full)"
"Janurek, Abdel Hadi, Mojzisch (2018)",Full,Adult,Germany,ActiGraph,30,Yes,MVPA,176.4,Geometric,"Janurek, Abdel Hadi, Mojzisch (2018) (Full)"
"Dumuid, Wake, Clifford (2019)",Full,Children,Australia,Activinsights Ltd,50,Yes,Sleep,579,Geometric,"Dumuid, Wake, Clifford (2019) (Full)"
"Dumuid, Wake, Clifford (2019)",Full,Children,Australia,Activinsights Ltd,50,Yes,SB,558,Geometric,"Dumuid, Wake, Clifford (2019) (Full)"
"Dumuid, Wake, Clifford (2019)",Full,Children,Australia,Activinsights Ltd,50,Yes,LPA,249,Geometric,"Dumuid, Wake, Clifford (2019) (Full)"
"Dumuid, Wake, Clifford (2019)",Full,Children,Australia,Activinsights Ltd,50,Yes,MVPA,54,Geometric,"Dumuid, Wake, Clifford (2019) (Full)"
"Powell, Browne, Carson (2020)",Full,,Ireland,PAL Technologies,20,Yes,Sleep,515.3,Geometric,"Powell, Browne, Carson (2020) (Full)"
"Powell, Browne, Carson (2020)",Full,,Ireland,PAL Technologies,20,Yes,SB,468.3,Geometric,"Powell, Browne, Carson (2020) (Full)"
"Powell, Browne, Carson (2020)",Full,,Ireland,PAL Technologies,20,Yes,LPA,101.1,Geometric,"Powell, Browne, Carson (2020) (Full)"
"Powell, Browne, Carson (2020)",Full,,Ireland,PAL Technologies,20,Yes,MVPA,39.1,Geometric,"Powell, Browne, Carson (2020) (Full)"
"Gba, Dygr_n, _tefelov (2020)",Children,Children,Czechia,ActiGraph,100,Yes,Sleep,520.4,Geometric,"Gba, Dygr_n, _tefelov (2020) (Children)"
"Gba, Dygr_n, _tefelov (2020)",Children,Children,Czechia,ActiGraph,100,Yes,SB,623.8,Geometric,"Gba, Dygr_n, _tefelov (2020) (Children)"
"Gba, Dygr_n, _tefelov (2020)",Children,Children,Czechia,ActiGraph,100,Yes,LPA,241.2,Geometric,"Gba, Dygr_n, _tefelov (2020) (Children)"
"Gba, Dygr_n, _tefelov (2020)",Children,Children,Czechia,ActiGraph,100,Yes,MVPA,54.7,Geometric,"Gba, Dygr_n, _tefelov (2020) (Children)"
"Gba, Dygr_n, _tefelov (2020)",Adolescents,Children,Czechia,ActiGraph,100,Yes,Sleep,453.7,Geometric,"Gba, Dygr_n, _tefelov (2020) (Adolescents)"
"Gba, Dygr_n, _tefelov (2020)",Adolescents,Children,Czechia,ActiGraph,100,Yes,SB,735.1,Geometric,"Gba, Dygr_n, _tefelov (2020) (Adolescents)"
"Gba, Dygr_n, _tefelov (2020)",Adolescents,Children,Czechia,ActiGraph,100,Yes,LPA,215.4,Geometric,"Gba, Dygr_n, _tefelov (2020) (Adolescents)"
"Gba, Dygr_n, _tefelov (2020)",Adolescents,Children,Czechia,ActiGraph,100,Yes,MVPA,35.6,Geometric,"Gba, Dygr_n, _tefelov (2020) (Adolescents)"
"Dumuid, Simm, Wake (2020)",Complete Sample,Children,Australia,Activinsights,50,Yes,Sleep,578.9,Geometric,"Dumuid, Simm, Wake (2020) (Complete Sample)"
"Dumuid, Simm, Wake (2020)",Complete Sample,Children,Australia,Activinsights,50,Yes,SB,682.5,Geometric,"Dumuid, Simm, Wake (2020) (Complete Sample)"
"Dumuid, Simm, Wake (2020)",Complete Sample,Children,Australia,Activinsights,50,Yes,LPA,158.5,Geometric,"Dumuid, Simm, Wake (2020) (Complete Sample)"
"Dumuid, Simm, Wake (2020)",Complete Sample,Children,Australia,Activinsights,50,Yes,MVPA,20,Geometric,"Dumuid, Simm, Wake (2020) (Complete Sample)"
"Dumuid, Simm, Wake (2020)",Boys,Children,Australia,Activinsights,50,Yes,Sleep,576.8,Geometric,"Dumuid, Simm, Wake (2020) (Boys)"
"Dumuid, Simm, Wake (2020)",Boys,Children,Australia,Activinsights,50,Yes,SB,677,Geometric,"Dumuid, Simm, Wake (2020) (Boys)"
"Dumuid, Simm, Wake (2020)",Boys,Children,Australia,Activinsights,50,Yes,LPA,160.1,Geometric,"Dumuid, Simm, Wake (2020) (Boys)"
"Dumuid, Simm, Wake (2020)",Boys,Children,Australia,Activinsights,50,Yes,MVPA,26.1,Geometric,"Dumuid, Simm, Wake (2020) (Boys)"
"Dumuid, Simm, Wake (2020)",Girls,Children,Australia,Activinsights,50,Yes,Sleep,580.5,Geometric,"Dumuid, Simm, Wake (2020) (Girls)"
"Dumuid, Simm, Wake (2020)",Girls,Children,Australia,Activinsights,50,Yes,SB,687.2,Geometric,"Dumuid, Simm, Wake (2020) (Girls)"
"Dumuid, Simm, Wake (2020)",Girls,Children,Australia,Activinsights,50,Yes,LPA,156.8,Geometric,"Dumuid, Simm, Wake (2020) (Girls)"
"Dumuid, Simm, Wake (2020)",Girls,Children,Australia,Activinsights,50,Yes,MVPA,15.4,Geometric,"Dumuid, Simm, Wake (2020) (Girls)"
"Kitano, Kai, Jindo (2020)",Workday,,Japan,Omron,NR,No,Sleep,344.4,Geometric,"Kitano, Kai, Jindo (2020) (Workday)"
"Kitano, Kai, Jindo (2020)",Workday,,Japan,Omron,NR,No,SB,699.8,Geometric,"Kitano, Kai, Jindo (2020) (Workday)"
"Kitano, Kai, Jindo (2020)",Workday,,Japan,Omron,NR,No,LPA,315,Geometric,"Kitano, Kai, Jindo (2020) (Workday)"
"Kitano, Kai, Jindo (2020)",Workday,,Japan,Omron,NR,No,MVPA,80.8,Geometric,"Kitano, Kai, Jindo (2020) (Workday)"
"Kitano, Kai, Jindo (2020)",Non-workday,,Japan,Omron,NR,No,Sleep,426.8,Geometric,"Kitano, Kai, Jindo (2020) (Non-workday)"
"Kitano, Kai, Jindo (2020)",Non-workday,,Japan,Omron,NR,No,SB,585.2,Geometric,"Kitano, Kai, Jindo (2020) (Non-workday)"
"Kitano, Kai, Jindo (2020)",Non-workday,,Japan,Omron,NR,No,LPA,362.2,Geometric,"Kitano, Kai, Jindo (2020) (Non-workday)"
"Kitano, Kai, Jindo (2020)",Non-workday,,Japan,Omron,NR,No,MVPA,65.8,Geometric,"Kitano, Kai, Jindo (2020) (Non-workday)"
"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020)",Full,,USA,ActiGraph,NR,No,Sleep,521.14,Geometric,"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020) (Full)"
"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020)",Full,,USA,ActiGraph,NR,No,SB,582.77,Geometric,"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020) (Full)"
"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020)",Full,,USA,ActiGraph,NR,No,LPA,308.88,Geometric,"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020) (Full)"
"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020)",Full,,USA,ActiGraph,NR,No,MVPA,27.07,Geometric,"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020) (Full)"
"Larisch, Kallings, Hagstrmer (2020)",Depression,,Sweden,ActiGraph,30,No,Sleep,475,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Depression)"
"Larisch, Kallings, Hagstrmer (2020)",Depression,,Sweden,ActiGraph,30,No,SB,577,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Depression)"
"Larisch, Kallings, Hagstrmer (2020)",Depression,,Sweden,ActiGraph,30,No,LPA,326,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Depression)"
"Larisch, Kallings, Hagstrmer (2020)",Depression,,Sweden,ActiGraph,30,No,MVPA,62,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Depression)"
"Larisch, Kallings, Hagstrmer (2020)",Anxiety,,Sweden,ActiGraph,30,No,Sleep,476,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Anxiety)"
"Larisch, Kallings, Hagstrmer (2020)",Anxiety,,Sweden,ActiGraph,30,No,SB,576,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Anxiety)"
