StudyID,MasterListNumber,FullTextExtraction_Number,longDBName,Year,title,Data Source,Year_Data,Country,Design,Age_Group,SampleSize,AgeMean,AgeSD,PercentFemale,PercentNonWhite,Recruitment,Device_Type,Device_Brand,Device_Model,Device_Location,Device_side,Sampling_Rate_Hz,Raw_Epoch,Sleep_Epoch_Secs,Wake_Epoch_Secs,Wear_Days_Instructed,Day_Cycle_Definition,Excluded_Transition_Days,Wear_Time_Per_Day_Mean,Valid_Days_Required,Valid_Hours_Per_Day,Valid_SB_Max_per_Day,Valid_sleep_min_per_day,Weekend_Day_Required,Weighting_Scheme,NonWear_Criterion,NonWear_Handling,WakeTime_Objective_Yes_No,IfWakeSubjective_questionnaire_used,Sleep_Objective_Yes_No,SleepSubjective_questionnaire_used,Sleep_Measurement_Type,Sleep_Detection_Method,Cutpoints_Used_YesorNo,Cutpoint_Type,SB_Threshold,LPA_Threshold,MVPA_Threshold,Extra_behav_Threshold,Extra_Behav_Name,CoDA_Models_Amount,CODA_Parts_Number,CODA_Parts,CoDA_Additional_Parts_Number,CoDA_Additional_Parts_Number2,Zero_Handling_Reported_Yes_No,Zero_Handling_Method,Zero_Replacement_Value_in_secs,ILR_Transformation_Type,Transformation_Details,CoDA_Packages_Used,Data_Closure_24hr_Sum,Closure_Method,Subgroup,Subgroup_Sample_Size,Independent_Variable,Outcome_Variable,Covariates,Compositional_Isotemporal_Substitution_Applied_Yes_No,Time_Reallocation_Increment_minutes,Stratified_Analyses,Sensitivity_Analyses,Bootstrap,Main_Findings
"Larisch, Kallings, Hagstrmer (2020)",295,17,MEDLINE,2020,Associations between 24 h Movement Behavior and Mental Health in Office Workers.,"Data from two different projects from the ""Physical activity and healthy brain functions"" research project",2016Ð2018,Sweden,Cross-sectional,Adults,662,41,9,68,NR,Workplace,Accelerometer,ActiGraph,GT3X,Hip (wake time); wrist (sleep),Right (wake time); Left (sleep),30,60,NR,NR,7,"Wake time = diary-reported start/end of being awake; if missing, assumed 06:00Ð23:00",NR,22.71,4,10,NR,NR,No,,³60 min zero counts; max 2 min of non-zero,NR,Yes,NR,No,Diary,Subjective only,Participants were asked to document the time when they started to try to fall asleep and out-of-bed times,Yes,Adult custom cpm,1Ð200,200Ð2689,³2690,NR,NR,1,4.0,Sleep; SB; LPA; MVPA,,,No,NR,NR,ILR,Sequential binary partition; first ILR = each behavior vs geometric mean of others,Compositions,1440,Geometric mean rescaled to 1440,Burnout,345,24-hour time-use composition (ILR coordinates),Depression symptoms; anxiety symptoms; burnout; mental wellbeing; stress,Age;sex;education;fitness;sleep efficiency,Yes,1-60,No,Sensitivity model treating stress categorically,No,"No significant associations between the 24-h movement composition and any mental health outcomes; MVPA showed a small positive association with mental wellbeing in adjusted models, but this effect disappeared after adjusting for fitness and sleep efficiency."
"Larisch, Kallings, Hagstrmer (2020)",295,17,MEDLINE,2020,Associations between 24 h Movement Behavior and Mental Health in Office Workers.,"Data from two different projects from the ""Physical activity and healthy brain functions"" research project",2016Ð2018,Sweden,Cross-sectional,Adults,662,41,9,68,NR,Workplace,Accelerometer,ActiGraph,GT3X,Hip (wake time); wrist (sleep),Right (wake time); Left (sleep),30,60,NR,NR,7,"Wake time = diary-reported start/end of being awake; if missing, assumed 06:00Ð23:00",NR,22.71,4,10,NR,NR,No,,³60 min zero counts; max 2 min of non-zero,NR,Yes,NR,No,Diary,Subjective only,Participants were asked to document the time when they started to try to fall asleep and out-of-bed times,Yes,Adult custom cpm,1Ð200,200Ð2689,³2690,NR,NR,1,4.0,Sleep; SB; LPA; MVPA,,,No,NR,NR,ILR,Sequential binary partition; first ILR = each behavior vs geometric mean of others,Compositions,1440,Geometric mean rescaled to 1440,Mental Wellbeing,370,24-hour time-use composition (ILR coordinates),Depression symptoms; anxiety symptoms; burnout; mental wellbeing; stress,Age;sex;education;fitness;sleep efficiency,Yes,1-60,No,Sensitivity model treating stress categorically,No,"No significant associations between the 24-h movement composition and any mental health outcomes; MVPA showed a small positive association with mental wellbeing in adjusted models, but this effect disappeared after adjusting for fitness and sleep efficiency."
"Larisch, Kallings, Hagstrmer (2020)",295,17,MEDLINE,2020,Associations between 24 h Movement Behavior and Mental Health in Office Workers.,"Data from two different projects from the ""Physical activity and healthy brain functions"" research project",2016Ð2018,Sweden,Cross-sectional,Adults,662,41,9,68,NR,Workplace,Accelerometer,ActiGraph,GT3X,Hip (wake time); wrist (sleep),Right (wake time); Left (sleep),30,60,NR,NR,7,"Wake time = diary-reported start/end of being awake; if missing, assumed 06:00Ð23:00",NR,22.71,4,10,NR,NR,No,,³60 min zero counts; max 2 min of non-zero,NR,Yes,NR,No,Diary,Subjective only,Participants were asked to document the time when they started to try to fall asleep and out-of-bed times,Yes,Adult custom cpm,1Ð200,200Ð2689,³2690,NR,NR,1,4.0,Sleep; SB; LPA; MVPA,,,No,NR,NR,ILR,Sequential binary partition; first ILR = each behavior vs geometric mean of others,Compositions,1440,Geometric mean rescaled to 1440,Stress,368,24-hour time-use composition (ILR coordinates),Depression symptoms; anxiety symptoms; burnout; mental wellbeing; stress,Age;sex;education;fitness;sleep efficiency,Yes,1-60,No,Sensitivity model treating stress categorically,No,"No significant associations between the 24-h movement composition and any mental health outcomes; MVPA showed a small positive association with mental wellbeing in adjusted models, but this effect disappeared after adjusting for fitness and sleep efficiency."
"Curtis, Dumuid, Olds (2020)",310,18,MEDLINE,2020,The Association Between Time-Use Behaviors and Physical and Mental Well-Being in Adults: A Compositional Isotemporal Substitution Analysis.,Active Team RCT baseline,,Australia,Cross-sectional ,Adults,430,41.3,11.7,74,NR,Facebook + media recruitment,Accelerometer,GENEActiv,NR,Wrist,Left,50,60,60,,7,Individualized sleep-onset to sleep-offset (manual + diary based),Transition periods excluded via sleep diary,median 24; interquartile range 23.7Ð24.0,16h/day (mean wear 16h),4,10,NR,1,Unweighted average,³60 min <25 cpm; Nonwear identified using diary timestamps when device removed at night,Excluded,Yes,NR,Yes,Sleep diary used when device not worn,Objective + Subjective,Manual identification + diary,Yes,"Established thresholds (Esliger et al., 2011)",NR,188 cpm,403 cpm (MPA); 1131 cpm (VPA); Summed to get mvpa,,,1,4.0,"Sleep, SB, LPA, MVPA",,,No,NR,NR,ILR,NR,compositions; robCompositions,1440,"Linear adjustments to 24h; Curtis et al. (2020) forced every participantÕs day to equal 24 hours. 
If the total minutes of Sleep + SB + LIPA + MVPA did not equal 1440, 
they applied small linear adjustments to each behavior so the total became exactly 24 hours.
This is different from CoDA-style closure (which scales to 1.0). 
Curtis explicitly normalized the data to 1440 minutes per day.",,,24-hour time-use composition (ILR coordinates),BMI; SF-12 Physical Health QoL,Age; sex; education,Yes,15,Yes (stratified by behavior pair),NR,NR,Time-use composition associated with BMI and physical QoL; reallocating time to MVPA predicts better outcomes; reallocating away from MVPA predicts worse outcomes.
"Chastin, McGregor, Palarea-Albaladejo (2021)",39,19,MEDLINE,2021,"Joint association between accelerometry-measured daily combination of time spent in physical activity, sedentary behaviour and sleep and all-cause mortality: a pooled analysis of six prospective cohorts using compositional analysis.",UK Biobank,2013Ð2015,United Kingdom,Cohort study (prospective),Adults,98819,62.3,NR,56.2,NR,NR,Accelerometer,Axivity,Axivity AX3,wrist,Dominant ,NR,5,NR,NR,NR,Midnight-to-midnight (wrist protocol),NR,NR,3,³72 hours total + wear in each hour of 24h,NR,NR,No weighting used,Automated nonwear algorithm (<30 mg for prolonged period; mg metric),Excluded,Yes,No,No,No,Self-report,Subjective only,Yes,Yes,Established cutpoints (Doherty et al.),0Ð39 mg,40Ð99 mg,100+ mg,,,1,4.0,"Sleep, SB, LIPA, MVPA",,,Yes,log ratio EM algorithm; function lrEM of the R package zCompositions,NR,ILR,3 ILR coordinates,compositions; robCompositions; https://github.com/wadpac/code-published-studies/blob/master/WH2_McGregor/call_GGIRshell_pbs.R,1,"The study did NOT fix or adjust the raw minutes to reach 1440 min/day. 
Instead, whatever numbers the study reported (even if they summed to more or less than 1440) 
were automatically converted into proportions of the total time for that person.

CoDA then closes (rescales) the values so that Sleep + SB + LIPA + MVPA = 1.0. 
This is done by dividing each behavior by the total minutes for that person.",UK Biobank,,24-hour time-use composition (ILR coordinates),Mortality,Age; sex; BMI; education; race; Townsend deprivation index; alcohol consumption; smoking status; self-assessed health; fruit and vegetable consumption; oily fish consumption; salt intake; red meat consumption; use of blood pressure or cholesterol medicine; physical limitations on movement; existing medical condition (cardiovascular disease; stroke; cancer); existing diagnosis of diabetes (self-reported diagnosis or use of insulin),No,NR,Study,NR,NR,"In UK Biobank (n = 98,819), higher daily MVPA relative to sedentary and light activity was strongly associated with lower all-cause mortality. Reallocating time from SB or LIPA to MVPA substantially decreased mortality risk, whereas reallocating time from SB to LIPA had little or no protective effect. Sleep did not show a significant association with mortality in this cohort."
"Clarke, Janssen (2021)",44,20,MEDLINE,2021,"A compositional analysis of time spent in sleep, sedentary behaviour and physical activity with all-cause mortality risk.",NHANES 2005Ð2006,2005Ð2006,USA,Cohort,Adults ,2838,46.4,NR,51.8,28.3,Community,Accelerometer,ActiGraph,PAM-7164,Hip,Right,NR,60,3600,60,7,24-hour day reconstructed from sleep + wake behaviors,NR,NR,4,10,NR,NR,NR,NHANES survey weights used,³90 min zero counts (²2 min interruption),Non-wear removed,Yes,NR,No,Yes,Subjective only,Self-report,Yes,Troiano,<100,100Ð2019,³2020,NR,NR,1,4.0,"Sleep, SED, LIPA, MVPA",,,Yes,Smallest detectable value,60,Isometric log ratio,3 ilr coords via sequential binary partition,SAS,Yes,Sleep + normalized wake behaviors,NR,NR,24-h movement composition,All-cause mortality,"Age, sex, education, poverty-to-income ratio, BMI, smoking, alcohol, diet quality",Yes,15,No (only interactions tested),Yes,NR,Relative MVPA reduced mortality; relative SED increased mortality; reallocating time to MVPA reduced risk and removing MVPA increased risk.
"Dumuid, Wake, Burgner (2021)",100,21,MEDLINE,2021,"Balancing time use for children's fitness and adiposity: Evidence to inform 24-hour guidelines for sleep, sedentary time and physical activity.",Child Health CheckPoint (LSAC),2015Ð2016,Australia,Cross-sectional,Children ,1182 (adiposity sample),12,0.4,49,NR,Assessment centres + home visits,Accelerometer,GENEActiv,NR,Non-dominant wrist,Non-dominant,50 Hz,60 sec,60 sec,60 sec,8 days,24-hour composition with sleep from 5-sec algorithm,NR,1432 min/day,4,10,NR,³200 min sleep/d; ³1000 min SED/d,NR,Weighted 5:2 weekday:weekend,Algorithm by van Hees + logs; non-wear ³10h waking; sleep detection via 5-sec epochs,"Non-wear imputed as 50% MVPA, 30% LPA, 20% SED",Yes,Parent log for sleep times,Yes,Yes,Objective + Subjective,Sleep detection via van Hees algorithm,Yes,Cutpoints for GENEActiv,SED <244 g.min,LPA ³878 g.min,MVPA ³2175 g.min,NR,NR,1,4.0,"Sleep, SED, LPA, MVPA",,,Yes,Replace zeros w/ 65% of smallest detectable value,65% of smallest nonzero value,ilr,Using R package ÒcompositionsÓ,ÒcompositionsÓ R pkg,Yes,Compositional center forced to 1440 min,NR,NR,ilrs of 24-h time use,Fitness & adiposity outcomes,"Sex, age, puberty, SEP; fitness also adjusted for zBMI",Yes,10-minute increments,Yes (fitness vs adiposity optimal zones),,Bootstrap used,Estimated optimal sleep 10.2h; SED 9.9h; LPA 2.4h; MVPA 1.5h (trade-off zone)
"Matricciani, Dumuid, Paquet (2021)",101,22,MEDLINE,2021,Sleep and cardiometabolic health in children and adults: examining sleep as a component of the 24-h day.,Child Health CheckPoint (LSAC),2015Ð2016,Australia,Cross-sectional (nested in longitudinal cohort),Children ,1073,12,0.4,50,NR,"National population-based LSAC cohort; assessment centres, regional mini-centres and home visits",Accelerometer,GENEActiv,NR,Non-dominant wrist,Non-dominant,50,5 sec underlying (sleep),60,60,8,"24-h composition of sleep, sedentary time, LPA, MVPA",First night of recording excluded (started 23:00),1440,4,NR,NR,200,Yes (³1 non-school night),5:2 weekday:weekend weighting of time use,Device removals identified from activity monitor card and visual inspection,Non-wear for sport ²4 h imputed as MVPA; other non-wear excluded from analysis,Yes,No,Yes,Yes (Activity Monitor Card bed/wake times used to anchor algorithm),Objective + Subjective,van Hees sleepÐwake algorithm using 5-s epochs collapsed to 1-min; Sadeh rules for onset/offset,Yes,Phillips (children) and Esliger (adults) GENEActiv cut-points,NR,NR,NR,NR,NR,1,4.0,"Sleep, SED, LPA, MVPA",,,Yes,Replaced MVPA zeros with 65% of smallest non-zero value,0.65 * smallest non-zero minute,Isometric log ratio,Four sets of three ilr coordinates; first ilr in each set represents one behaviour vs remaining behaviours,R packages compositions and zCompositions,Yes,Geometric means linearly adjusted so parts sum to 1440 min,Children,1073,"24-h activity composition ilrs (sleep, sedentary time, LPA, MVPA) and sleep characteristics","z-BMI, SBP, DBP, MetSS, GlycA, ApoB/A1","Sex, puberty stage, SEP, season; plus sleep timing, variability and efficiency in fully adjusted models",Yes,20 (with examples also shown for 60-min reallocations),Yes (separate child and adult analyses),No,No,"Longer sleep duration and more MVPA within the 24-h composition were associated with better cardiometabolic profiles; reallocating time from sleep to sedentary time worsened risk, while reallocating from sedentary time or other behaviours to sleep or MVPA was generally favourable."
"Chong, Parrish, Cliff (2021)",114,23,MEDLINE,2021,"Cross-Sectional and Longitudinal Associations between 24-Hour Movement Behaviours, Recreational Screen Use and Psychosocial Health Outcomes in Children: A Compositional Data Analysis Approach.",Transition from primary to secondary school cohort,2018Ð2019,Australia,Longitudinal; cross-sectional CoDA at T1,Children ,127,11.7,0.5,57.5,NR,Convenience sample of 12 schools within 400 km of Wollongong,Accelerometer,GENEActiv,NR,Non-dominant wrist,Non-dominant,75,5 sec ENMO epochs,NR,5,6,"24-h composition of sleep, ST, LPA, MVPA",NR,NR,3,16,1000,200,Yes (³1 weekend day required),5:2 weekday:weekend weighting,Non-wear from SD and range over 60-min windows with 15-min increments (GGIR),Imputed with mean at same clock time on other valid days,Yes,No,Yes,No,Objective + Subjective,van Hees arm-angle sleep period time-window algorithm,Yes,Raw ENMO mg thresholds for children,<52 mg ENMO,52Ð191 mg ENMO,³192 mg ENMO,NR,NR,1,4.0,"Sleep, ST, LPA, MVPA",,,Yes,Not applicable; zero MVPA not mentioned (assumed none after 3-day valid data),NR,Isometric log ratio,Four specific sets of three ilr coordinates; first ilr is target behaviour vs remaining,"R packages compositions, lme4, lmerTest",Yes,Compositional mean adjusted so parts sum to 1440 min,Children T1 cross-sectional sample,127,24-h movement behaviour composition ilrs + recreational screen use level,"Psychosocial health: SDQ internalising, externalising, total difficulties, prosocial; K10 psychological distress","Age, sex, SES (SEIFA IRSD), BAZ, pubertal progression; longitudinal models also include baseline BAZ, change in puberty, school transition experience, baseline outcome, school clustering",No,NR,"Yes (cross-sectional vs longitudinal, but not stratified by sex etc.)",No explicit sensitivity analyses reported,No,"Cross-sectionally, more sleep and less ST and LPA within the 24-h composition plus <=2 h/day recreational screen use were associated with better psychosocial health; no longitudinal associations observed."
"Fairclough, Tyler, Dainty (2021)",122,24,MEDLINE,2021,Cross-sectional associations between 24-hour activity behaviours and mental health indicators in children and adolescents: A compositional data analysis.,West Lancashire school-based sample,2019Ð2020,United Kingdom,Cross-sectional (school-based),Children ,210,10.4,0.7,49,3.1,10 primary and 2 secondary schools in semi-urban West Lancashire,Triaxial accelerometer,ActiGraph,GT9X,Non-dominant wrist,Non-dominant,100,5 sec ENMO epochs,5,5,7,"24-h composition of sleep, ST, LPA, MVPA",NR,1368,3,16,NR,NR,No,Simple average over valid days (no weekday:weekend weighting),Non-wear if SD <13 mg or range <50 mg in ³2 of 3 axes over 60-min window with 15-min sliding,"Non-wear imputed by mean at similar time points on other days (GGIR default, ~5%/day)",Yes,No,Yes,No,Objective + Subjective,"van Hees z-angle sleep algorithm (2018), no diary",Yes,Raw ENMO mg thresholds for youth,<50 mg ENMO,50Ð199 mg ENMO,³200 mg ENMO,NR,NR,1,4.0,"Sleep, ST, LPA, MVPA",0,NR,No,NR,NR,Isometric log-ratio (pivot coordinates),Four sets of three pivot ilr coordinates; first ilr = one behaviour relative to remaining,compositions; robCompositions,Yes,Compositional (geometric) means linearly adjusted to sum 1440 min,Primary school children,210,"24-h movement behaviour composition ilrs (sleep, ST, LPA, MVPA)","Mental health outcomes: self-esteem, depression, SDQ internalizing, externalizing, total, prosocial; executive function (switching, working memory, inhibition)","Age, sex, BMI z-score, IMD decile; school as random intercept",Yes,"5, 10, 15, 20",Yes (by sex and by school level),No explicit sensitivity analyses; multiple imputation for missing data,No,Higher sedentary time relative to other behaviours was associated with more internalizing problems (primary pupils); reallocations generally showed that shifting time to ST predicted poorer outcomes.
"Fairclough, Tyler, Dainty (2021)",122,24,MEDLINE,2021,Cross-sectional associations between 24-hour activity behaviours and mental health indicators in children and adolescents: A compositional data analysis.,West Lancashire school-based sample,2019Ð2020,United Kingdom,Cross-sectional (school-based),Adolescents,149,13,0.3,53,3.1,10 primary and 2 secondary schools in semi-urban West Lancashire,Triaxial accelerometer,ActiGraph,GT9X,Non-dominant wrist,Non-dominant,100,5 sec ENMO epochs,5,5,7,"24-h composition of sleep, ST, LPA, MVPA",NR,1368,3,16,NR,NR,No,Simple average over valid days (no weekday:weekend weighting),Non-wear if SD <13 mg or range <50 mg in ³2 of 3 axes over 60-min window with 15-min sliding,"Non-wear imputed by mean at similar time points on other days (GGIR default, ~5%/day)",Yes,No,Yes,No,Objective + Subjective,"van Hees z-angle sleep algorithm (2018), no diary",Yes,Raw ENMO mg thresholds for youth,<50 mg ENMO,50Ð199 mg ENMO,³200 mg ENMO,NR,NR,1,4.0,"Sleep, ST, LPA, MVPA",0,NR,No,NR,NR,Isometric log-ratio (pivot coordinates),Four sets of three pivot ilr coordinates; first ilr = one behaviour relative to remaining,compositions; robCompositions,Yes,Compositional (geometric) means linearly adjusted to sum 1440 min,Secondary school adolescents,149,"24-h movement behaviour composition ilrs (sleep, ST, LPA, MVPA)","Mental health outcomes: self-esteem, depression, SDQ internalizing, externalizing, total, prosocial; executive function (switching, working memory, inhibition)","Age, sex, BMI z-score, IMD decile; school as random intercept",Yes,"5, 10, 15, 20",Yes (by sex and by school level),No explicit sensitivity analyses; multiple imputation for missing data,No,"Higher sedentary time relative to other behaviours was associated with more internalizing problems (all participants) and lower prosocial behaviour (primary pupils); more LPA (relative to other behaviours) in primary pupils was linked to poorer executive function, and reallocating time from sleep or MVPA to ST, or from MVPA to ST/LPA, predicted less favourable mental health."
"McGregor, Palarea-Albaladejo, Dall (2021)",234,25,MEDLINE,2021,Compositional analysis of the association between mortality and 24-hour movement behaviour from NHANES.,NHANES 2005Ð2006,2005Ð2006,USA,Prospective cohort with mortality follow-up,Adults,1592,63.1,NR,48.3,NR,Nationally representative stratified multistage probability sample,Accelerometer,Actigraph,AM-7164,Waist/hip,NR,NR,60,NR,60,7,NR,NR,NR,1,10,NR,NR,NR,Unweighted average of all valid days,³60 min zero counts (allowing 1Ð2 min interruption),Non-wear removed before averaging,Yes,,No,Sleep self-report question,Subjective only,"ÔHow much sleep do you actually get at night on weekdays
or workdays?Õ",Yes,"Standard count per minutes thresholds (Freedson et al, 1998)",<100 counts/min,100Ð2020 counts/min,>2020 counts/min,NR,NR,1,4.0,Sleep; SB; LPA; MVPA,,,No,NR,NR,ILR,3 ilr coordinates via sequential binary partition as in equation (1),R base with custom opencoda.net code,1440,Sleep from self-report; remaining 24 h allocated proportionally to SB/LIPA/MVPA,Complete Sample,1592,24-hour time-use composition (ILR coordinates),Mortality hazard ratio,age; sex; ethnicity; education; marital status; family income to poverty ratio; smoking status; average alcohol consumption; average dietary intake; average saturated fat intake; average caffeine intake; previous diagnosis of stroke; previous diagnosis of cancer; previous diagnosis of diabetes; self-assessed health; use of medication to control blood pressure; physical limitations on movement.,Yes,,No,Yes (three nested covariate models),No,"Daily 24-h composition was significantly associated with mortality; a higher share of MVPA relative to other behaviours and more LIPA relative to sedentary behaviour and sleep were linked to lower mortality, though the MVPA association weakened after adjusting for baseline health and movement limitations."
"Farrahi, Kangas, Walmsley (2020)",246,26,MEDLINE,2020,Compositional Associations of Sleep and Activities within the 24-h Cycle with Cardiometabolic Health Markers in Adults.,NFBC1966 46-year follow-up,2012,Finland,Cross-sectional (population cohort),Adults,3443,46.6,0.5,55.5,NR,Population cohort in Northern Finland,Triaxial accelerometer,Hookie,AM20,Hip,Waist/hip,100,6-sec MAD epochs,360,360,14,"24-h composition (sleep, SB, LPA, MVPA)",NR,NR,14.3 h,4,10,NR,200,No,Rescaled to 1440 min/day,³90 min non-movement (with up to 30 s interruptions),Non-wear removed,Yes,Self-report bed/wake time,Yes,Subjective only,Yes,"Self-report Q: ""How many hours do you sleep on average per day?""",Yes,MAD-based thresholds (Finni et al.),Sitting/lying classified as SB,Standing still + LPA combined = LPA,Moderate + vigorous = MVPA,NR,NR,3.0,4,"Sleep, SB, LPA, MVPA",0,Compositional means rescaled to 1440 min,Yes,No zero replacement mentioned (no zeros in raw),NR,Isometric log-ratio (ilr),Standard 4-part ilr coordinates; same ilr system used for back-transformation,NR,Yes,compositions; robCompositions,Full sample,"24-h time-use composition (sleep, SB, LPA, MVPA)","Cardiometabolic outcomes: glucose, insulin, HOMA-IR, triglycerides, adiposity, cholesterol ratios","Age, sex, birth weight, education, SES, employment, marital status, smoking, alcohol, medications, HRQoL",Yes,5Ð90 min reallocations,Yes (sleep duration ²7.5 vs >7.5),No,No,More MVPA and LPA relative to other behaviors associated with better metabolic markers; SB and long sleep associated with adverse profiles; U-shaped sleep associations detected.
"Farrahi, Kangas, Walmsley (2020)",246,26,MEDLINE,2020,Compositional Associations of Sleep and Activities within the 24-h Cycle with Cardiometabolic Health Markers in Adults.,NFBC1966 46-year follow-up,2012,Finland,Cross-sectional (population cohort),Adults,1939,46.6,0.5,50.1,NR,Population cohort in Northern Finland,Triaxial accelerometer,Hookie,AM20,Hip,Waist/hip,100,6-sec MAD epochs,360,360,14,"24-h composition (sleep, SB, LPA, MVPA)",NR,NR,14.3 h,4,10,NR,200,No,Rescaled to 1440 min/day,³90 min non-movement (with ²30 s interruptions),Non-wear removed,Yes,Self-report bed/wake time,Yes,Subjective only,Yes,Self-report sleep duration,Yes,MAD thresholds (Finni et al.),<SB: sitting/lying,LPA = standing + light,MVPA = moderate+vigorous,NR,NR,3.0,4,"Sleep, SB, LPA, MVPA",0,Compositional means rescaled to 1440 min,Yes,No zeros reported,NR,Isometric log-ratio (ilr),Standard 4-part ilr system,NR,Yes,compositions; robCompositions,Sleep ²7.5 hours,24-h composition in ilrs,Cardiometabolic biomarkers,"Age, sex, birth weight, SES, smoking, alcohol, medications, HRQoL",Yes,5Ð90 min reallocations,Yes (stratified),No,No,"Shorter sleepers had higher SB, LPA, MVPA; SB more detrimental; MVPA and LPA consistently beneficial across outcomes."
"Farrahi, Kangas, Walmsley (2020)",246,26,MEDLINE,2020,Compositional Associations of Sleep and Activities within the 24-h Cycle with Cardiometabolic Health Markers in Adults.,NFBC1966 46-year follow-up,2012,Finland,Cross-sectional (population cohort),Adults,1504,46.6,0.5,62.5,NR,Population cohort in Northern Finland,Triaxial accelerometer,Hookie,AM20,Hip,Waist/hip,100,6-sec MAD epochs,360,360,14,"24-h composition (sleep, SB, LPA, MVPA)",NR,NR,14.3 h,4,10,NR,200,No,Rescaled to 1440 min/day,³90 min non-movement (²30 s interruption),Non-wear removed,Yes,Self-report bed/wake time,Yes,Subjective only,Yes,Self-report sleep duration,Yes,MAD thresholds for classification,NR,NR,NR,NR,NR,3.0,4,"Sleep, SB, LPA, MVPA",0,Compositional means rescaled to 1440 min,Yes,No zeros,NR,Isometric log-ratio (ilr),Sequential binary partition 4-part ilrs,NR,Yes,compositions; robCompositions,Sleep >7.5 hours,24-h movement composition,Cardiometabolic outcomes,"Age, sex, SES, smoking, alcohol, meds, HRQoL",Yes,5Ð90 min,Yes (stratified),No,No,Long sleepers had more sleep and less SB/LPA/MVPA; more sleep detrimental for BMI and triglycerides; MVPA and LPA remain protective.
